value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemDescriptionContent,locality,district,State
Renault,Scala,,2013.0,Diesel,,110000,,465000,"Volkswagen Vento Highline Diesel, 2014, Diesel","company maitance showroom Sarvice till date only Full xstra fittings qoluty car loan avilabule DonT miss you
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Aux Compatibility: Yes
Accidental: No
Interior color: Pink
Flood Affected: No
ABS: Yes
Registration Place: TN
Insurance Type: No Insurance
Service History: Available
Power steering: Yes
Cruise Control: Yes
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Power Windows: Front & rear
Alloy Wheels: Yes
No. of Owners: Second
Variant: Scala RxL Diesel
Number of Airbags: 2 airbags
Exchange: Yes
Finance: Yes
Type of Car: Luxury
AM/FM Radio: Yes
Vehicle Certified: Yes
USB Compatibility: Yes
Transmission: Manual
Adjustable External Mirror: Power
Make Month: October
Battery Condition: New
Lock System: Remote Controlled Central
Engine Capacity/Displacement (in Cc): 1500
Air Conditioning: Automatic Climate Control",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Omni,LPG BS-IV,2007.0,LPG,Automatic,127000,Third,130000,Tata Indica 2011 Diesel 100000 Km Driven,Car available full cantisan in 3 owner 1.27.000 km,Sowmiya Nagar, S Kannanur, Tamil Nadu
Hyundai,Santro Xing,GL,2009.0,Petrol,Manual,57000,First,185000,"Santo xing 2009,GL,N.white,1owner,57600kms,all new tyres,Remote lock.","All new tyres remote lock well maintained vehicle good condition
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Ritz,Vdi BS-IV,2012.0,Diesel,Manual,65000,First,300000,Maruti Suzuki Ritz 2012,"RITZ DIESEL 2012 SINGLE OWNER RATE NEGOTIABLE EXCELLENT CONDITION
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: November
Lock System: Remote Controlled Central
Tyre Condition: New",Nungambakkam Lake Area, Chennai, Tamil Nadu
Tata,Indigo Ecs,2008-2012 LX (TDI) BS III,2015.0,Diesel,Manual,100000,First,240000,Chevrolet Beat LT- Top model full company maintenance,"Single owner
Trichy number
New battery,timing belt, heater plug, dynamo
Tyre 70%
radiator and ac serviced recently
Papers expired
Permit surrendering can done by us
Car is in perfect condition for your comfort.",SBI Colony, Tiruchirappalli, Tamil Nadu
Nissan,X-Trail,2004-2009 Elegance,2007.0,Diesel,Manual,91000,Second,380000,Nissan Sunny for sale tboard,4 x 4. Well maintained car with new tyres,Trichy City, Tiruchirappalli, Tamil Nadu
Renault,KWID,RXL,2016.0,Petrol,Manual,33000,First,288000,"Renault Kwid RXT, 2016, Petrol","33,000 KMS KWID 2016 RATE NEGOTIABLE EXCELLENT CONDITION SERVICE RECORD
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: November
Lock System: Remote Controlled Central
Tyre Condition: New",Nungambakkam Lake Area, Chennai, Tamil Nadu
Mahindra,,,2008.0,,,95000,,500000,Mahindra kuv 100 2017,Second owner very good condition insurance bar FC live interested persons can cal,Chennai Central, Chennai, Tamil Nadu
Tata,Zest,Others,2019.0,Diesel,Manual,0,First,425000,Tata Zest 2018 Diesel 82000 Km Driven,Tata zest new vehicle no registration,Ayanavaram, Chennai, Tamil Nadu
Hyundai,i10,1.2 Kappa Magna,2008.0,Petrol,Manual,79500,Third,240000,Ford Figo Titanium top End Single owner showroom condition,"2008 model
Attractive color
Clean interior and exterior
All tyers Are good
2 remote control key
Power windows
Back Viber
Smooth engine
Chill a/c
No insurance
If u need a good car contact
Me sir",Lourdhu Nagar, Madurai, Tamil Nadu
Hyundai,i10,2007-2010 Magna 1.2,2010.0,Petrol,Manual,26000,Second,240000,"Chevrolet Beat LT Diesel, 2014, Diesel","i 10 magna 1.2 kappa petrol
2011 reg
2nd owner
full company service record
excellent condition
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September",Nungambakkam, Chennai, Tamil Nadu
Toyota,Etios Liva,2014-2016 VXD,2019.0,Diesel,Manual,11000,First,780000,Polo GT TSI AUTOMATIC PETROL STRICTLY NO TIME PASSERS& STUPID BARGAIN,"2019 Toyota etios liva vxd one owner fresh and new look company maintained no expense ready to drive
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Red
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Interior color: Champagne
Finance: Yes
Adjustable External Mirror: Power
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: September
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Chetpet, Chennai, Tamil Nadu
Maruti Suzuki,Omni,MPI STD BSIV,2009.0,Petrol,Manual,88000,Third,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","Excellent condition
All tyres are New
Insurance current
ADDITIONAL VEHICLE INFORMATION:
Color: White
USB Compatibility: Yes
Type of Car: Hatchback
Battery Condition: New
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Insurance Type: Comprehensive
Condition: Used
Make Month: October
Vehicle Certified: Yes
Tyre Condition: New",Bhima Nagar, Tiruchirappalli, Tamil Nadu
Honda,City,2011-2013 S,2010.0,Petrol,Manual,62000,Second,250000,HONDA CITY,"second owner showroom condition no dent no scratches brand new condition brand new tyres no insurance old car exchange accepted private finance 50% arrangements price slightly negotiable all type of cards accepted charges apply
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Gold
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Adjustable Steering: Yes
Make Month: September
Bluetooth: Yes
Lock System: Central
Tyre Condition: New
Number of Airbags: 2 airbags",Perambur, Chennai, Tamil Nadu
Maruti Suzuki,Omni,8 Seater BSII,2000.0,Petrol,Manual,750000,Fourth,120000,"Maruti Suzuki Omni 5 STR BS-III, 2006, Petrol",4 owner lpg @ petrol,Trichy City, Tiruchirappalli, Tamil Nadu
Ford,Figo,2010-2012 Diesel EXI,2014.0,Diesel,Manual,80000,Second,240000,Chevrolet Beat LT- Top model full company maintenance,"ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Air Conditioning: With Heater
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Third Party
Condition: Used
Power steering: Yes
Power Windows: Front & rear
Make Month: May
Fog Lamps: Yes",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Toyota,Qualis,FS B2,2004.0,Diesel,Manual,300000,Second,225000,"Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel",t board .papers are not in current,Subramaniyapuram, Tiruchirappalli, Tamil Nadu
Mahindra,Scorpio,VLX BS III,2010.0,Diesel,Manual,150000,Second,549999,"Toyota Innova 2.0 G4, 2008, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: September",KK Nagar, Madurai, Tamil Nadu
Audi,A3,,2015.0,Diesel,,60000,,1650000,"Audi A4 2.0 TDI (177bhp), Premium Sport, 2014, Diesel","Audi A3 S Line Diesel 2014-2015 Top End Model 60000 km Single Owner Panoramic Sunroof. Front Both fully Motorised seats. S-Tronic 7 Speed Transmission LED DRL with HID Projector LED Taillamps Audi HIFi Music System with Subwoofer. Dual Zone Auto Climatronic AC with Rear AC vents Front & Rear Parking sensors with park Assist. 7 Airbags 17”Alloywheels Doctor Used Well Maintained Vehicle Fully Audi Madurai Service
ADDITIONAL VEHICLE INFORMATION:
Variant: A3 35 TDI Premium Plus + Sunroof
Make Month: February
No. of Owners: First
Color: Silver
Type of Car: Luxury
Transmission: Automatic
Insurance Type: Comprehensive
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 2000
Power steering: Yes
Cruise Control: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Grey
ABS: Yes
Anti Theft Device: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 8 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",SS Colony, Madurai, Tamil Nadu
Maruti Suzuki,Alto,LX,2008.0,Petrol,Manual,40100,Second,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","Insurance are in current
Oil service done in 39000
Tyres are good condition
Price slightly negotiable",Police Quarter, Tiruchirappalli, Tamil Nadu
Hyundai,Accent,GLE,2000.0,Petrol,Manual,185000,Fourth,80000,"Maruti Suzuki Zen LXi BS-III, 2002, Petrol","No insurance
Ac working
Engine good",Trichy City, Tiruchirappalli, Tamil Nadu
Renault,KWID,RXL,2016.0,Petrol,Manual,20500,Second,240000,Ford Figo Titanium top End Single owner showroom condition,Very good condition ready to drive.,Chokkalinga Nagar, Madurai, Tamil Nadu
Chevrolet,Spark,2007-2012 1.0 LS,2007.0,Petrol,Automatic,95000,Second,145000,Sale My Blacky,"Good running condition. Insurance live, 4 tyres 80% good. 2nd owner Trichy RTO change, top model. Ps, 4pw, center lock.",Palakkarai, Tiruchirappalli, Tamil Nadu
Tata,Indica,DL,2012.0,Diesel,Manual,120000,Second,75000,"Maruti Suzuki Zen Vxi Bs-iii, 1996, Lpg",Kochadi Madurai,Fenner Rubber Factory Kochadai, Madurai, Tamil Nadu
Maruti Suzuki,Wagon R Duo,Others,2013.0,Petrol,Manual,25000,Second,250000,"Maruti Suzuki Wagon R Duo, 2012, LPG","Wagon R silver duo 2013 model, well maintained,25000kms driven,Insurance current",Trichy City, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Swift Dzire,Vdi BSIV,2017.0,Diesel,Automatic,140000,Second,60000,"4 new tyer,due continue.per due 20,300 ,24due",2017/12 mordel,Trichy City, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Swift,2004-2010 VXI BSIII,2006.0,Petrol,Manual,32830,Third,240000,"Mahindra Scorpio DX 2.6 Turbo 7 Str, 2004, Diesel","I want money only so urgent sell
Km 32830
Third owner
All original
No cheat
Time passers stay away",Old Washermanpet, Chennai, Tamil Nadu
Skoda,Superb,L&K 2.0 TDI AT,2016.0,Diesel,Automatic,69000,First,2150000,"Skoda Superb Laurin and Klement 2.0, 2016, Diesel","Skoda Superb L & K 2016 Top End Model 69000 km Single Owner 8 Airbags 2.0L Same Audi Engine 175 BHP 350 NM Torque 6 Speed DSG Transmission Paddle Shifters Driving Modes 17” inch Alloywheels Keyless Entry Button start Canton HiFi Music System with Subwoofer & Apple CarPlay &Android Auto Support. 3 Zone Auto Climatronic AC Front both motorised seats Front AC Ventilated Leather Seats Automatic Open Taildoor. Panoramic Sunroof Ambient Lighting Front & Rear Sensor with camera Park Assistant Sivakasi Registration Fully company maintenance
ADDITIONAL VEHICLE INFORMATION:
Make Month: May
Color: Grey
Type of Car: Luxury
Insurance Type: Comprehensive
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 2000
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Champagne
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 8 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",SS Colony, Madurai, Tamil Nadu
Maruti Suzuki,Swift Dzire Tour,Others,2017.0,Diesel,Manual,89000,First,405000,"Hyundai Xcent S 1.1 CRDi, 2017, Diesel",Swift Tour 2017 all paper are one year current. Lifetax.,Daranur, Tiruchirappalli, Tamil Nadu
Honda,Amaze,1.2 SMT I VTEC,2015.0,Petrol,Manual,60000,First,450000,"Volkswagen Polo Comfortline Petrol, 2015, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Celerio,2014-2017 VXI AT,2014.0,Petrol,Automatic,48000,First,435000,"Maruti Suzuki Celerio VXI Manual, 2018, Petrol","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Yellow
Air Conditioning: Automatic Climate Control
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Finance: Yes
Adjustable External Mirror: Power
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: August
Bluetooth: Yes
Tyre Condition: New",Nungambakkam, Chennai, Tamil Nadu
Renault,Scala,Diesel RxL,2013.0,Diesel,Manual,58000,First,380000,"Renault Scala RxE Petrol, 2013, Petrol","ADDITIONAL VEHICLE INFORMATION:
Make Month: April
Color: Bordeaux/Maroon
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
AM/FM Radio: Yes
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes",Nungambakkam, Chennai, Tamil Nadu
Toyota,Qualis,FS B1,2002.0,Diesel,Manual,252003,Fourth,160000,Ford Fiesta diesel 80490 Kms 2008 year,"seeman cars
Goripalayam
madurai.02. FC.2022
ADDITIONAL VEHICLE INFORMATION:
Color: Green
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: June",Goripalayam, Madurai, Tamil Nadu
Maruti Suzuki,Wagon R,VXI BSIII W/ ABS,2008.0,Petrol,Manual,75600,First,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG",Good condition and Insurance valid to August 2021,Annamalai Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Alto 800,2012-2016 LXI,2016.0,Petrol,Manual,32000,Second,325000,"Hyundai I10 Magna, 2014, Petrol","Maruti Alto 800 2016 model owner 02
low km driven excellent condition
Ac power steering front power window center lock company audio loan will be arranged insurance nil
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: With Heater
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: April
Lock System: Central
Number of Airbags: None",Ram Nagar, Madurai, Tamil Nadu
Mahindra,Verito,1.4 G4 BS-IV,2012.0,Diesel,Manual,170000,First,375000,"Mahindra Xylo E8 BS-III, 2009, Diesel",Power window power steering A/C top model... 88700mm40013,Shivaji Nagar, Thanjavur, Tamil Nadu
Tata,Nano,,2014.0,Petrol,,39000,,145000,"Tata Nano Twist XT, 2014, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: White
No. of Owners: First
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Transmission: Manual
Make Month: October
Variant: Nano Twist XT",Nungambakkam, Chennai, Tamil Nadu
Mahindra,XUV500,W8 2WD,2013.0,Diesel,Manual,181000,First,850000,Innova G model,100% dealer maintenance. Never missed a service. Can check history with dealers. Brand new AMRON Battery. All 4 tires new.,Thillai Nagar, Tiruchirappalli, Tamil Nadu
Hyundai,i20,2010-2012 1.4 CRDi Asta,2010.0,Diesel,,100000,Second,240000,Ford Figo Titanium top End Single owner showroom condition,"TOP END SUNROOF MODEL
8 AIR BAG
ABS BREAKING
ADDITIONAL VEHICLE INFORMATION:
Exchange: Yes",Karisalkulam, Madurai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 VDI,2019.0,Diesel,Manual,34000,First,775000,"Maruti Suzuki Swift ZXi, 2018, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Grey
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Grey
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: April
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam New Colony, Chennai, Tamil Nadu
Maruti Suzuki,Wagon R,1999-2006 LXI,2007.0,Petrol,Manual,75000,Fourth,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Type of Car: Hatchback
Registration Place: TN
AM/FM Radio: Yes
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: July
Bluetooth: Yes
Lock System: Central",Anna Nagar Near Trichy City, Tiruchirappalli, Tamil Nadu
Tata,Zest,Quadrajet 1.3 75PS XE,2018.0,Diesel,Manual,98000,First,345000,"Honda Amaze 1.5 EX i-DTEC, 2013, Diesel","fc insurance current singilowner ac ps
ADDITIONAL VEHICLE INFORMATION:
Type of Car: Luxury
Insurance Type: Comprehensive
Registration Place: TN
Make Month: July
Color: White
Condition: Used",Perambur, Chennai, Tamil Nadu
Honda,WR-V,i-DTEC VX,2018.0,Diesel,Manual,25000,First,780000,"Ford Ecosport EcoSport Titanium 1.5 TDCi (Opt), 2016, Diesel","Honda WRV 2018 November VX Top End Model Diesel Sunroof Model 20000 km Only Grey colour Single Owner Auto Climatronic AC Leather seats TouchScreen Navigation MusicSystem Mirror link Support HDMI connectivity ABS EBD Dual Airbags 16” Diamond cut Alloywheels LED DRL Electronically foldable side mirrors Roof Rails Neat Interiors. Insurance upto October 2020. Fully company maintenance
ADDITIONAL VEHICLE INFORMATION:
Make Month: October
Color: Grey
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Warranty: Yes
Exchange: Yes",Terkku Vasal, Madurai, Tamil Nadu
