link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/hyundai-xcent-base-11-crdi-2017-diesel-iid-1590819018
",Hyundai,Xcent,2014-2016 1.1 CRDi Base,2017,Diesel,Manual,"72,000 km",First,"₹ 4,25,000","Honda Amaze 1.2 SMT I VTEC, 2014, Petrol","Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Warranty: Yes
Vehicle Certified: Yes
Finance: Yes
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: January
Lock System: Central
Tyre Condition: New
Number of Airbags: None"
"https://www.olx.in/item/toyota-qualis-2004-diesel-well-maintained-iid-1579488061
",Toyota,Qualis,FS B4,2004,Diesel,Manual,"178,000 km",Third,"₹ 3,40,000","Toyota Qualis FS B3, 2004, Diesel","Anna Nagar, Madurai, Tamil Nadu","Toyato qualish
2004 model.
Power steering.
Full ac
Well maintained
3rd owner car
177000 kms driven
Previously chennai reg
Now madurai reg
Fc upto 2025
Insurance current 02/21
Prices: 4,75,000/-"
"https://www.olx.in/item/sales-sales-iid-1591374282
",Other Brands,Others,-1,2020,Diesel,Manual,1 km,First,"₹ 1,00,000","Other Brands Others, 2006, Petrol","Trichy City, Tiruchirappalli, Tamil Nadu",Further details comment ur number
"https://www.olx.in/item/toyota-innova-crysta-28z-automatic-2017-diesel-iid-1592846498
",Toyota,Innova Crysta,2.8Z Automatic,2017,Diesel,Automatic,"47,000 km",First,"₹ 18,65,000","Toyota INNOVA CRYSTA 2.4 V, 2017, Diesel","Nungambakkam Lake Area, Chennai, Tamil Nadu","INNOVA CRYSTA Z AUTOMATIC 2017 SINGLE RATE NEGOTIABLE EXCELLENT CONDITION SERVICE RECORD
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 6 airbags"
"https://www.olx.in/item/eicher-school-bus-iid-1523297581
",-1,-1,-1,2012,-1,-1,"126,000 km",-1,"₹ 7,50,000",Eicher school bus,"Alakapuri, Tiruchirappalli, Tamil Nadu",Eicher School bus 33 sit tax 30.6.19 ic 1.3.19 fc 1.5.19 Sri malaiyanawer auto consulting in tirupur lokesh all types of bus
"https://www.olx.in/item/coach2012-eicher-2019-eicher-company-body-full-fitting-iid-1592826063
",Eicher,-1,-1,2012,-1,-1,"85,000 km",-1,"₹ 14,40,000","Coach,,,2012 Eicher 2019 Eicher company body full fitting","Vengangudi, Manachanallur, Tamil Nadu","FC :2 year ,,Insurance:1year,, Life tax 3 owner,,21seats"
"https://www.olx.in/item/maruti-suzuki-eeco-7-str-2019-petrol-iid-1588546067
",Maruti Suzuki,Eeco,7 Seater Standard,2019,Petrol,Manual,"20,500 km",First,"₹ 4,50,000","Maruti Suzuki Swift VDi, 2014, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1200
Fog Lamps: Yes
Navigation System: Yes
Interior color: Other
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
ABS: Yes
Make Month: August
Lock System: Central
Tyre Condition: New
Number of Airbags: 1 airbag"
"https://www.olx.in/item/vst-power-tillers-2020-iid-1588776040
",-1,-1,-1,2020,-1,-1,0 km,-1,"₹ 1,68,000",Vst power tiller,"Nanda Nagar, Tiruchirappalli, Tamil Nadu",New vehicle for sale
"https://www.olx.in/item/10-wheel-open-body-iid-1592307322
",Ashok Leyland,-1,-1,2006,-1,-1,"200,000 km",-1,"₹ 3,68,000",Harsh jain motors,"Chintamani, Madurai, Tamil Nadu",Good condision
"https://www.olx.in/item/bmw-6-series-630d-gt-luxury-line-2018-diesel-iid-1578284163
",BMW,6 Series,GT 630d Luxury Line,2018,Diesel,Automatic,"28,000 km",First,"₹ 59,00,000","BMW 6 Series 630d GT Luxury Line, 2018, Diesel","SS Colony, Madurai, Tamil Nadu","Bmw 630D GT 2018 August 27000 km 3000 cc V6 Diesel Engine same as BMW X7 265 BHP 620 NM Torque BMW Smart Remote Key with Auto Park Assist. Fully Digital Instrument Cluster Front Both Motorised Seat with Memory Function. Rear Motorised Seat Reclining. Rear Seat Entertainment LED Adaptive Headlamps 3D LED Taillamps Dual Panoramic Sunroof Frameless Window Glass GT only Rear Motorised GT Spoiler Dakota Color - Nappa Leather Upholstery. 360 BirdEye View Camera Harmon Kardon Touch Screen Music System with Navigation. 8Speed Gearbox With Paddle Shifters. 4 Zone Auto Climatronic AC 18”Multi Spoke Alloywheels with RFT Tyres. Ambient Lighting. Smart Phone Wireless Charging. Bumper to Bumper insurance Neat Interiors Fully company maintenance
ADDITIONAL VEHICLE INFORMATION:
Make Month: October
Color: Blue
Type of Car: Luxury
Insurance Type: Zero Dep
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 3000
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Champagne
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 8 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Warranty: Yes
Exchange: Yes"
"https://www.olx.in/item/mahindra-thar-crde-4x4-ac-2019-diesel-iid-1590946593
",Mahindra,Thar,2010-2015 CRDe AC,2019,Diesel,Manual,"6,000 km",First,"₹ 8,50,000",Mahindra Bolero Power Plus SLE,"Thillai Nagar, Tiruchirappalli, Tamil Nadu","single owner
4x4 wheel drive
excellent condition
ADDITIONAL VEHICLE INFORMATION:
Color: Black
Type of Car: Minivans
Insurance Type: Comprehensive
Make Month: August"
"https://www.olx.in/item/my-car-showroom-condition-iid-1589077266
",Tata,Indica V2,Others,2016,Diesel,Manual,"150,000 km",Second,"₹ 2,20,000",Tata indica 2014 diesal,"Iyer Bungalow, Madurai, Tamil Nadu",My car showroom condition all documents is current interested person please cantact
"https://www.olx.in/item/tata-ace-with-silver-tanger-1year-insurance-current-iid-1588016565
",-1,-1,-1,2010,-1,-1,"105,000 km",-1,"₹ 2,75,000",Eicher college bus,"Arapalayam, Madurai, Tamil Nadu",All type vehicle silver Tanger available 1800ltr/2000ltr/2500ltr/3000ltr/3500ltr/4000ltr To 6000ltr
"https://www.olx.in/item/maruti-suzuki-800-ac-bs-iii-2003-petrol-iid-1582110568
",Maruti Suzuki,800,AC BSIII,2003,Petrol,Manual,"80,000 km",Third,"₹ 56,000","Hyundai Santro, 2001, Petrol","Palanganatham, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September"
"https://www.olx.in/item/chevrolet-enjoy-14-ls-8-str-2014-diesel-iid-1590996711
",Chevrolet,Enjoy,1.4 LS 8,2014,Diesel,Manual,"155,000 km",Second,"₹ 3,47,000","Mahindra Xylo D2 BS-III, 2013, Diesel","Karumandapam, Tiruchirappalli, Tamil Nadu","2014 diesel
2 owner
A/c wrking condition
All 4 new tyres MRF 100%( bill)
power sterring,power windows
music systems
neat interior
new battry
recently oil changed
turbo engine good condition
milege 17km
CARD type RC
car in at trichy
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Parking Sensors: Yes
Aux Compatibility: Yes
Accidental: No
Interior color: Grey
Flood Affected: No
Registration Place: TN
Insurance Type: Comprehensive
Service History: Available
Power steering: Yes
Cruise Control: Yes
Color: Grey
Insurance: Yes
Condition: Used
Power Windows: Front & rear
Rear Window Wiper: Yes
Sunroof: Yes
Number of Airbags: None
Bluetooth: Yes
Type of Car: Luxury
AM/FM Radio: Yes
Vehicle Certified: Yes
Rear Parking Camera: Yes
USB Compatibility: Yes
Automatic Boot: Yes
Adjustable External Mirror: Manual
Make Month: August
Battery Condition: New
Lock System: Central
Navigation System: Yes
Adjustable Steering: Yes
Air Conditioning: With Heater"
"https://www.olx.in/item/maruti-suzuki-wagon-r-2013-petrol-28000-km-driven-iid-1592679173
",Maruti Suzuki,Wagon R,VXI,2013,Petrol,Manual,"28,000 km",Second,"₹ 2,32,818","Maruti Suzuki Alto 800, 2014, CNG & Hybrids","Alathur, Tiruchirappalli, Tamil Nadu",New car purchase insurance live
"https://www.olx.in/item/maruti-swift-dzire-2019-nov-single-owner-iid-1591243914
",Maruti Suzuki,-1,-1,2019,-1,-1,"21,000 km",-1,"₹ 8,00,000",Tata Marcopolo,"Parrys George Town, Chennai, Tamil Nadu",Interested can call
"https://www.olx.in/item/bajai-auto-iid-1592048500
",-1,-1,-1,2010,-1,-1,"45,141 km",-1,"₹ 60,000",Bajaj auto,"Trichy City, Tiruchirappalli, Tamil Nadu",I sell my vehicle all..papers currents..permit five years.
"https://www.olx.in/item/chevrolet-spark-2008-petrol-well-maintained-iid-1578517468
",Chevrolet,Spark,2007-2012 1.0 LT Option Pack,2008,Petrol,Manual,"88,000 km",Second,"₹ 1,45,000",Tata Nano 2014,"Kaja street Area, Madurai, Tamil Nadu","Full Option.
Insurance Live."
"https://www.olx.in/item/chevrolet-enjoy-2014-diesel-well-maintained-iid-1589965968
",Chevrolet,Enjoy,1.4 LS 8,2014,Diesel,Manual,"122,345 km",First,"₹ 4,50,000","Mahindra Xylo, 2010, Diesel","Arasaridi, Madurai, Tamil Nadu",Good condition
"https://www.olx.in/item/maruti-suzuki-ertiga-vdi-2018-diesel-iid-1592773419
",Maruti Suzuki,Ertiga,2012-2015 VDI,2018,Diesel,Manual,"46,000 km",First,"₹ 8,50,000","Maruti Suzuki Ertiga ZDi, 2017, Diesel","Nungambakkam, Chennai, Tamil Nadu","ertiga vdi diesel with abs
single owner
excellent condition
full company service record
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Finance: Yes
Exchange: Yes
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September"
"https://www.olx.in/item/abe-city-plus-auto-iid-1589521916
",-1,-1,-1,2019,-1,-1,"20,000 km",-1,"₹ 3,80,000",Abe City +plus auto,"New Mahalipatti Area, Madurai, Tamil Nadu",Pyramid 5 year good condition auto insurance good tyre good
"https://www.olx.in/item/near-campion-school-car-parking-and-elevator-iid-1592245019
",-1,-1,-1,-1,-1,-1,-1,-1,"₹ 50,000","Near Campion school, Car parking and Elevator","Bharathidasan Nagar, Tiruchirappalli, Tamil Nadu","Our building is newly constructed which is incorporated with four floors with a carpet area of 1650 sq.ft along with parking and elevator facilities. First and second floor are still available for renting and leasing. Our premises is located at the heart of the city, Near Indian Overseas Bank divisional office. Address: No. 82, Bharathidassan salai, Cantonment, Trichy 620001. Landmark: Near Campion Anglo-Indian School. Contact 99946 -94 triple five"
"https://www.olx.in/item/tata-zest-xt-diesel-2018-diesel-iid-1571592598
",Tata,Zest,Quadrajet 1.3 XT,2018,Diesel,Manual,"45,000 km",First,"₹ 4,05,000","Hyundai Xcent S 1.1 CRDi, 2017, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","single owner company maitance showroom Sarvice till date only Full xstra fittings qoluty car loan avilabule DonT miss you
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Accidental: No
Interior color: Red
Flood Affected: No
Registration Place: TN
Insurance Type: Comprehensive
Service History: Available
Power steering: Yes
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Number of Airbags: None
Exchange: Yes
Finance: Yes
Type of Car: Sedans
Vehicle Certified: Yes
Adjustable External Mirror: Manual
Make Month: November
Battery Condition: New
Lock System: Central
Engine Capacity/Displacement (in Cc): 1500
Air Conditioning: Automatic Climate Control"
"https://www.olx.in/item/maruti-suzuki-ciaz-zdi-plus-2016-diesel-iid-1587465654
",Maruti Suzuki,Ciaz,2014-2017 ZDi Plus,2016,Diesel,Manual,"45,000 km",First,"₹ 6,75,000","Maruti Suzuki Ciaz ZDi+ SHVS, 2016, Diesel","Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April"
"https://www.olx.in/item/maruti-suzuki-omni-e-8-str-bs-iv-2017-petrol-iid-1592005679
",Maruti Suzuki,Omni,E MPI STD BSIV,2017,Petrol,Manual,"22,000 km",Second,"₹ 2,55,000","Hyundai Santro Xing GLS, 2012, Petrol","Nungambakkam Lake Area, Chennai, Tamil Nadu","MARUTI OMNI
2017 MODEL
SECOND OWNER
22000KM
COMPANY SERVICE
EXCELLENT CONDITION
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Minivans
Make Month: April
Engine Capacity/Displacement (in Cc): 800"
"https://www.olx.in/item/tata-indica-v2-dls-bs-iii-2004-diesel-iid-1592821035
",Tata,Indica V2,DLS BSIII,2004,Diesel,Manual,"95,650 km",Second,"₹ 70,000",Ford Ikon 2000 Diesel Well Maintain,"Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1200
Fog Lamps: Yes
Interior color: Other
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: August
Lock System: Central
Tyre Condition: New"
"https://www.olx.in/item/2017-model-2018-march-registered-ford-endeavour-32-titanium-4x4-at-iid-1584317857
",Ford,Endeavour,3.2 Titanium AT 4X4,2017,Diesel,Automatic,"29,000 km",First,"₹ 23,00,000",Toyota Innova Crysta 2018 Diesel 22000 Km Driven,"Muttutavani Bus Stand Area, Madurai, Tamil Nadu","It’s a one owner car. This vehicle is powered by a 3.2-litre diesel engine with a 6-speed automatic gear box and 4x4 drive. Produces a peak power of 198BHP delivering a maximum torque of 470Nm. It’s a TN 59 Registration with a fancy number. B2B Insurance valid until March 2021. Last serviced at 23,000KMs.
IDV 26L"
"https://www.olx.in/item/hyundai-xcent-sx-11-crdi-2018-diesel-iid-1590469950
",Hyundai,Xcent,2014-2016 1.1 CRDi SX,2018,Diesel,Manual,"21,242 km",First,"₹ 4,25,000","Honda Amaze 1.5 SX i-DTEC, 2013, Diesel","Nana Varachha, Surat, Gujarat","tip top condition only 21000 km use 1 owner peti pek car
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Type of Car: Sedans
Registration Place: GJ
Condition: Used
Make Month: March"
"https://www.olx.in/item/mahindra-scorpio-slx-26-turbo-8-str-2008-diesel-iid-1588140902
",Mahindra,Scorpio,2006-2009 SLX 2.6 Turbo 8 Str,2008,Diesel,Manual,"105,000 km",Second,"₹ 4,95,000","Mahindra Scorpio VLX Airbags BS III, 2010, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu","Excellent condition, Single digit number, service record,powerful ac,all new tyres,finance arrangement also available.
ADDITIONAL VEHICLE INFORMATION:
Aux Compatibility: Yes
Tyre Condition: New
Accidental: No
Interior color: Champagne
Flood Affected: No
Insurance Type: Comprehensive
Registration Place: TN
Service History: Available
Power steering: Yes
Color: White
Power Windows: Front & rear
Condition: Used
Fog Lamps: Yes
Rear Window Wiper: Yes
Alloy Wheels: Yes
Bluetooth: Yes
Exchange: Yes
Type of Car: SUV
Warranty: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Vehicle Certified: Yes
Make Month: February
Battery Condition: New
Lock System: Remote Controlled Central
Air Conditioning: With Heater"
"https://www.olx.in/item/chevrolet-tavera-neo-3-lt-8-str-bs-iv-2016-diesel-iid-1592371800
",Chevrolet,Tavera,2012-2017 Neo 3 LT 8 Seats BSIV,2016,Diesel,Manual,"75,008 km",First,"₹ 4,70,000","Chevrolet Enjoy 1.4 LT 7 STR, 2013, Diesel","Chennai Central, Chennai, Tamil Nadu","CONTACT : A.R. MANI VANNAN ADDRESS : No 3/7 ganesan street , sammandanar nagar , pammal , chennai-75 .LANDMARK : aravind sai eye hospital , pammal main road , well maintained , engine in good condition , power steering , power window , central locking , INSURANCE CURRENT , FINANCE ARRANGEMENT , PARKING SALE IS AVAILABLE , FC 2 YEARS CURRENT , REGISTERED IN 2017 , COMPANY SERVICE , T BOARD , YEARLY TAX , TAMILNADU PERMIT .
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Power Windows: Front & rear
Lock System: Central
Battery Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Finance: Yes"
"https://www.olx.in/item/tata-safari-4x2-ex-dicor-22-vtt-2008-diesel-iid-1590123921
",Tata,Safari,DICOR 2.2 EX 4x2,2008,Diesel,Manual,"110,000 km",First,"₹ 3,00,000",2007 Tata Safari DICOR EX 4x2 86000 Kms,"Nungambakkam, Chennai, Tamil Nadu","TATA SAFARI DICOR 2.2
2008 MODEL
EX VARIANT
SINGLE OWNER
110000 KMS RUN
INSURANCE EXPIRED
WELL MAINTAINED...
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: May"
"https://www.olx.in/item/volvo-s80-summum-d5-2010-diesel-iid-1580525056
",Volvo,S80,Summum D5,2010,Diesel,Automatic,"84,000 km",Second,"₹ 9,50,000",2010Volvo S80 blue with sunroof very well maintained new tyres,"Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: November"
"https://www.olx.in/item/bmw-5-series-for-sale-iid-1590071769
",BMW,5 Series,520d,2018,Diesel,Automatic,"50,000 km",First,"₹ 69,00,999","Mercedes-Benz C-Class AMG C43, 2016, Petrol","Mylapore Luz Avenue, Chennai, Tamil Nadu",BMW 5 Series TN06 registration no heavy use new vehicle for urgent sale
"https://www.olx.in/item/tata-aria-prestige-4x2-2012-diesel-iid-1588610296
",Tata,Aria,2010-2013 Prestige 4x2,2012,Diesel,Manual,"68,000 km",Second,"₹ 5,25,000","Chevrolet Enjoy 1.4 LTZ 8 STR, 2017, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","A/C P/S P/W C/L ABS AIR BAGS ALLOY WHEEL LOCATION:PUDUKKOTTAI(DIST) KARAMBAKKUDI VANIYA STREET. GAS COMPANY OPPOSITE COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY MAINTANCE ALL PAPER CURRENTS
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Available
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Parking Sensors: Yes
Rear Parking Camera: Yes
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: April
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
